sub_id,duration_seconds,finished,recorded_date,qualtrics_response_id,age,gender,gender_text,ethnicity,ethncity_text,bfi2xsh_self_oo_1,bfi2xsh_self_oo_2,bfi2xsh_self_oo_3,bfi2xsh_self_oo_4,bfi2xsh_self_oo_5,bfi2xsh_self_oo_6,bfi2xsh_self_oo_7,bfi2xsh_self_oo_8,bfi2xsh_self_oo_9,bfi2xsh_self_oo_10,bfi2xsh_self_oo_11,bfi2xsh_self_oo_12,bfi2xsh_self_oo_13,bfi2xsh_self_oo_14,bfi2xsh_self_oo_15,bfi2xsh_self_oo_16,bfi2xsh_self_oo_17,bfi2xsh_self_oo_18,bfi2xsh_self_oo_19,cand_pref,ingroup_ident,threat,mancheck_t1_o1,bfi2xsh_t1_o1_1,bfi2xsh_t1_o1_2,bfi2xsh_t1_o1_3,bfi2xsh_t1_o1_4,bfi2xsh_t1_o1_5,bfi2xsh_t1_o1_6,bfi2xsh_t1_o1_7,bfi2xsh_t1_o1_8,bfi2xsh_t1_o1_9,bfi2xsh_t1_o1_10,bfi2xsh_t1_o1_11,bfi2xsh_t1_o1_12,bfi2xsh_t1_o1_13,bfi2xsh_t1_o1_14,bfi2xsh_t1_o1_15,bfi2xsh_t1_o1_16,bfi2xsh_t1_o1_17,bfi2xsh_t1_o1_18,bfi2xsh_t1_o1_19,covid1_t1_o1,covid2_t1_o1,covid3_t1_o1,pt_remove,analog_t_o1,analog_t_o2,analog_nt_o1,analog_nt_o2,mancheck_t2_o1,bfi2xsh_t2_o1_1,bfi2xsh_t2_o1_2,bfi2xsh_t2_o1_3,bfi2xsh_t2_o1_4,bfi2xsh_t2_o1_5,bfi2xsh_t2_o1_6,bfi2xsh_t2_o1_7,bfi2xsh_t2_o1_8,bfi2xsh_t2_o1_9,bfi2xsh_t2_o1_10,bfi2xsh_t2_o1_11,bfi2xsh_t2_o1_12,bfi2xsh_t2_o1_13,bfi2xsh_t2_o1_14,bfi2xsh_t2_o1_15,bfi2xsh_t2_o1_16,bfi2xsh_t2_o1_17,bfi2xsh_t2_o1_18,bfi2xsh_t2_o1_19,political_ident_t_o1,mancheck_t1_o2,bfi2xsh_t1_o2_1,bfi2xsh_t1_o2_2,bfi2xsh_t1_o2_3,bfi2xsh_t1_o2_4,bfi2xsh_t1_o2_5,bfi2xsh_t1_o2_6,bfi2xsh_t1_o2_7,bfi2xsh_t1_o2_8,bfi2xsh_t1_o2_9,bfi2xsh_t1_o2_10,bfi2xsh_t1_o2_11,bfi2xsh_t1_o2_12,bfi2xsh_t1_o2_13,bfi2xsh_t1_o2_14,bfi2xsh_t1_o2_15,bfi2xsh_t1_o2_16,bfi2xsh_t1_o2_17,bfi2xsh_t1_o2_18,bfi2xsh_t1_o2_19,covid1_t1_o2,covid2_t1_o2,covid3_t1_o2,mancheck_t2_o2,bfi2xsh_t2_o2_1,bfi2xsh_t2_o2_2,bfi2xsh_t2_o2_3,bfi2xsh_t2_o2_4,bfi2xsh_t2_o2_5,bfi2xsh_t2_o2_6,bfi2xsh_t2_o2_7,bfi2xsh_t2_o2_8,bfi2xsh_t2_o2_9,bfi2xsh_t2_o2_10,bfi2xsh_t2_o2_11,bfi2xsh_t2_o2_12,bfi2xsh_t2_o2_13,bfi2xsh_t2_o2_14,bfi2xsh_t2_o2_15,bfi2xsh_t2_o2_16,bfi2xsh_t2_o2_17,bfi2xsh_t2_o2_18,bfi2xsh_t2_o2_19,political_ident_t_o2,mancheck_nt1_o2,bfi2xsh_nt1_o2_1,bfi2xsh_nt1_o2_2,bfi2xsh_nt1_o2_3,bfi2xsh_nt1_o2_4,bfi2xsh_nt1_o2_5,bfi2xsh_nt1_o2_6,bfi2xsh_nt1_o2_7,bfi2xsh_nt1_o2_8,bfi2xsh_nt1_o2_9,bfi2xsh_nt1_o2_10,bfi2xsh_nt1_o2_11,bfi2xsh_nt1_o2_12,bfi2xsh_nt1_o2_13,bfi2xsh_nt1_o2_14,bfi2xsh_nt1_o2_15,bfi2xsh_nt1_o2_16,bfi2xsh_nt1_o2_17,bfi2xsh_nt1_o2_18,bfi2xsh_nt1_o2_19,covid1_nt1_o2,covid2_nt1_o2,covid3_nt1_o2,mancheck_nt2_o2,bfi2xsh_nt2_o2_1,bfi2xsh_nt2_o2_2,bfi2xsh_nt2_o2_3,bfi2xsh_nt2_o2_4,bfi2xsh_nt2_o2_5,bfi2xsh_nt2_o2_6,bfi2xsh_nt2_o2_7,bfi2xsh_nt2_o2_8,bfi2xsh_nt2_o2_9,bfi2xsh_nt2_o2_10,bfi2xsh_nt2_o2_11,bfi2xsh_nt2_o2_12,bfi2xsh_nt2_o2_13,bfi2xsh_nt2_o2_14,bfi2xsh_nt2_o2_15,bfi2xsh_nt2_o2_16,bfi2xsh_nt2_o2_17,bfi2xsh_nt2_o2_18,bfi2xsh_nt2_o2_19,political_ident_nt_o2,mancheck_nt1_o1,bfi2xsh_nt1_o1_1,bfi2xsh_nt1_o1_2,bfi2xsh_nt1_o1_3,bfi2xsh_nt1_o1_4,bfi2xsh_nt1_o1_5,bfi2xsh_nt1_o1_6,bfi2xsh_nt1_o1_7,bfi2xsh_nt1_o1_8,bfi2xsh_nt1_o1_9,bfi2xsh_nt1_o1_10,bfi2xsh_nt1_o1_11,bfi2xsh_nt1_o1_12,bfi2xsh_nt1_o1_13,bfi2xsh_nt1_o1_14,bfi2xsh_nt1_o1_15,bfi2xsh_nt1_o1_16,bfi2xsh_nt1_o1_17,bfi2xsh_nt1_o1_18,bfi2xsh_nt1_o1_19,covid1_nt1_o1,covid2_nt1_o1,covid3_nt1_o1,mancheck_nt2_o1,bfi2xsh_nt2_o1_1,bfi2xsh_nt2_o1_2,bfi2xsh_nt2_o1_3,bfi2xsh_nt2_o1_4,bfi2xsh_nt2_o1_5,bfi2xsh_nt2_o1_6,bfi2xsh_nt2_o1_7,bfi2xsh_nt2_o1_8,bfi2xsh_nt2_o1_9,bfi2xsh_nt2_o1_10,bfi2xsh_nt2_o1_11,bfi2xsh_nt2_o1_12,bfi2xsh_nt2_o1_13,bfi2xsh_nt2_o1_14,bfi2xsh_nt2_o1_15,bfi2xsh_nt2_o1_16,bfi2xsh_nt2_o1_17,bfi2xsh_nt2_o1_18,bfi2xsh_nt2_o1_19,political_ident_nt_o1,sona_id
294,4205,1,3/11/2021 13:46,R_1EiHOMJ3mAt8idw,21,1,,16,,4,5,3,5,4,4,1,3,3,2,3,4,4,2,3,4,2,2,4,3,3,2,1,2,3,2,3,3,4,3,2,3,2,4,3,3,3,3,3,4,3,3,1,5,6,0,"My friend has very one sided opinions on politics, and I am much more moderate in my opinions. Whenever I have a conversation with her about politics I feel that I cannot say everything that I believe or else she will try to blame me for being part of the problem.",,,,1,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51659
295,994,1,3/11/2021 13:53,R_3RjbIpCx6mgEEo1,18,1,,16,,4,4,2,3,4,3,4,3,3,4,4,2,3,4,3,3,3,4,3,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,,"In school, I have felt misunderstood. Many would probably agree with many of my opinions if they heard me talk but, instead I am quiet and keep comments to myself.",,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,1,1,6,2,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51311
296,550,1,3/11/2021 15:35,R_9SqANQpaeuaIfOp,18,1,,16,,3,4,2,3,3,3,3,3,4,3,3,4,4,3,3,4,3,2,3,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,The people from my hometown voted for Trump because of the economy but they did not understand why I voted for Biden for the health and safety of the people,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51681
297,1026,1,3/11/2021 15:43,R_2aKRkSNVjYqdbI4,19,1,,10,,2,4,3,5,4,3,5,5,5,3,#NULL!,1,4,1,3,3,4,2,4,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,"Debating flat earth with an extended family member. I argued using scientific research and facts, and the other person argued using YouTube and articles on google. I felt misunderstood because the other person refused to see my side, despite all of the sound evidence I provided.",,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,3,1,3,5,5,3,1,4,5,1,1,2,1,1,3,4,4,1,5,1,1,1,5,1,5,5,5,1,1,4,2,5,5,5,5,5,5,3,1,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51453
298,902,1,3/11/2021 16:05,R_3EF2yDN1oSI2fgi,20,2,,8,,4,4,3,5,4,4,2,4,2,3,4,5,4,4,4,3,3,1,4,3,1,2,1,4,3,3,4,4,3,3,4,4,3,4,3,4,4,3,3,4,2,4,1,5,6,0,While at lacrosse practice I felt different because I was just starting out and I was up against people who have been playing their whole lives.,,,,1,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51737
299,4648,1,3/11/2021 20:48,R_3EzZsqIons3yO2j,22,3,,1,,4,5,3,4,2,3,3,3,2,3,3,4,4,4,4,3,3,3,4,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,When I was voting my friends did not understand why I was voting for the other party than they did. It hindered my beliefs and made me unsure of my voting choice.,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,4,3,2,3,3,2,3,2,2,4,4,4,4,4,3,2,2,4,1,4,4,1,2,3,3,4,3,4,2,2,3,2,4,3,4,4,4,2,2,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51691
300,1805,1,3/11/2021 22:41,R_2XdmvCy0wXK7dtA,20,1,,16,,4,4,3,4,4,2,3,5,3,2,2,4,4,3,3,4,2,1,4,3,4,4,1,3,2,3,3,3,3,4,3,3,3,3,2,2,2,3,3,3,4,3,1,4,1,0,One of my childhood friends who grew up very republican and supporting Trump automatically assumed that the BLM movement was counter productive because she believed that people of color are not discriminated against anymore. She did not bother to understand my explanations on redlining and how schemas introduce implicit bias and systemic racism.,,,,1,2,2,2,3,3,3,4,2,3,3,4,3,3,2,3,3,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,48835
301,1588,1,3/11/2021 23:43,R_25YIfxMXhWzV6Nr,The 19,1,,16,,5,5,2,5,5,1,1,4,4,2,4,4,4,2,3,4,2,1,3,3,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,"A time where I did not feel understood by another person was when I was talking to my friend about COVID. She believes that there should be no restrictions and that those at risk should just ""stay inside"". This upset me, and I tried to reason with her, however, she had made her mind up.",,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,4,3,2,3,4,4,3,4,3,2,3,2,1,4,4,4,3,3,4,1,1,2,1,2,4,2,4,4,2,3,4,3,2,4,2,3,4,3,4,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51263
302,972,1,3/12/2021 0:05,R_2wB7MGEtQ3pT3b9,19,1,,9,,4,4,4,5,5,3,4,5,5,2,4,1,2,1,4,5,1,2,2,3,3,5,1,2,1,3,5,2,4,5,4,3,4,4,2,3,1,4,1,4,5,3,1,4,6,0,At a protest this summer there were counter protesters screaming at us,,,,1,2,2,4,4,2,4,4,4,3,4,4,1,3,2,3,2,4,5,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50928
303,1692,1,3/12/2021 0:06,R_2yacNlgi4Oez1MM,21,1,,16,,2,4,2,2,4,5,2,2,1,2,4,4,5,4,4,2,2,1,4,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,,"I had an argument with someone about wearing masks. They felt as if masks are useless and that people should not be forced to wear them. I explained that I felt if masks help reduce the spread of COVID at all, then they should be warn because that is the right thing to do. However, they would not listen or try to understand my point of view.",,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,4,3,2,2,4,4,2,2,2,4,4,4,4,4,2,4,2,4,1,1,6,1,2,4,2,4,2,4,4,2,2,2,4,4,4,2,2,4,4,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51312
